SENSOR_ID,LATITUDE,LONGITUDE,TEST, TEST2
1278,10.49043,107.17147,lalala
1278,10.49043,107.17148,lalala
1278,10.49043,107.17148,lalala
1278,10.4904,107.17151,lalala
1278,10.49008,107.17122,lalala
1278,10.49036,107.1703,lalala
1278,10.49127,107.16846,lalala
1278,10.49272,107.16585,lalala
1278,10.4951,107.16253,lalala
1278,10.49808,107.15914,lalala
1278,10.50021,107.15587,lalala
1278,10.50077,107.152,lalala
1278,10.50016,107.14801,lalala
1278,10.49964,107.14371,lalala
1278,10.49967,107.1398,lalala
1278,10.50016,107.13468
1278,10.49981,107.13
1278,10.49987,107.12472
1278,10.499,107.11944
1278,10.49812,107.11452
1278,10.49809,107.1092
1278,10.49827,107.10563
1278,10.49898,107.10324
1278,10.50032,107.09922
1278,10.50157,107.09543
1278,10.50507,107.0931
1278,10.50875,107.09186
1278,10.51321,107.08954
1278,10.51706,107.08658
1278,10.52103,107.08367
1278,10.52569,107.08179
1278,10.52982,107.08077
1278,10.53355,107.07696
1278,10.53774,107.07379
1278,10.54284,107.07238
1278,10.54763,107.07095
1278,10.55187,107.06777
1278,10.55662,107.06513
1278,10.56105,107.06322
1278,10.56362,107.05977
1278,10.56738,107.05705
1278,10.57197,107.05602
1278,10.57623,107.05554
1278,10.57972,107.0553
1278,10.58289,107.05506
1278,10.58615,107.0551
1278,10.5892,107.05517
1278,10.59228,107.05485
1278,10.59566,107.05452
1278,10.59896,107.05474
1278,10.60193,107.05469
1278,10.60547,107.05474
1278,10.60825,107.05568
1278,10.611,107.05672
1278,10.61396,107.057
1278,10.61731,107.05676
1278,10.62041,107.05596
1278,10.62309,107.05481
1278,10.62573,107.05311
1278,10.62976,107.0503
1278,10.6342,107.04823
1278,10.6374,107.04673
1278,10.64155,107.04481
1278,10.6458,107.04286
1278,10.64978,107.04102
1278,10.654,107.03912
1278,10.65755,107.03751
1278,10.66178,107.03552
1278,10.66662,107.03327
1278,10.67119,107.03114
1278,10.67547,107.02913
1278,10.6797,107.02688
1278,10.68324,107.02442
1278,10.68679,107.02195
1278,10.69065,107.01937
1278,10.69475,107.01658
1278,10.69884,107.01378
1278,10.70334,107.0107
1278,10.70752,107.00786
1278,10.7111,107.00542
1278,10.71488,107.00287
1278,10.71832,107.00011
1278,10.72042,106.99904
1278,10.72318,106.99757
1278,10.7269,106.99455
1278,10.73053,106.99068
1278,10.73219,106.98676
1278,10.73474,106.98237
1278,10.73828,106.97912
1278,10.74223,106.97594
1278,10.746,106.97292
1278,10.75016,106.96952
1278,10.75253,106.96702
1278,10.75516,106.9641
1278,10.75888,106.96168
1278,10.76259,106.96012
1278,10.76576,106.95938
1278,10.76919,106.95833
1278,10.77165,106.95786
1278,10.77459,106.95796
1278,10.7774,106.95805
1278,10.78019,106.95772
1278,10.78238,106.9569
1278,10.78429,106.95615
1278,10.78671,106.95518
1278,10.78925,106.95417
1278,10.79167,106.95324
1278,10.79414,106.95224
1278,10.79645,106.95126
1278,10.79892,106.95015
1278,10.8019,106.94895
1278,10.80618,106.94707
1278,10.81088,106.94508
1278,10.81428,106.94407
1278,10.81847,106.94284
1278,10.82221,106.94145
1278,10.82594,106.93948
1278,10.8301,106.93731
1278,10.83025,106.93723
1278,10.83374,106.93543
1278,10.8362,106.93414
1278,10.83652,106.93464
1278,10.83687,106.93519
1278,10.83706,106.93493
1278,10.83707,106.93492
1278,10.83707,106.9349
1278,10.83706,106.93491
1278,10.83707,106.93491
1278,10.83707,106.93491
1278,10.83707,106.93491
1278,10.83708,106.93491
1278,10.83708,106.93491
1278,10.83708,106.93492
1278,10.83708,106.93492
1278,10.83708,106.93492
1278,10.83708,106.93492
1278,10.83708,106.93492
1278,10.83708,106.93492
1278,10.83708,106.93492
1278,10.83708,106.93492
1278,10.83708,106.93492
1278,10.83708,106.93492
1278,10.83707,106.93492
1278,10.83707,106.93493
1278,10.83708,106.93493
1278,10.83707,106.93493
1278,10.83707,106.93493
1278,10.83707,106.93493
1278,10.83707,106.93493
1278,10.83706,106.93493
1278,10.83706,106.93493
1278,10.83706,106.93493
